0   0.151428   0.28326  0.282124   0.283188  0.214813 0.216601 0.213769  
1   0.203196   0.266132  0.263896   0.266776  0.209645 0.213608 0.208738  
2   0.221056   0.261244  0.25704   0.26066  0.205116 0.21028 0.206315  
3   0.226444   0.260088  0.254336   0.259132  0.203473 0.207532 0.202148  
4   0.22552   0.259824  0.254184   0.260472  0.202824 0.202944 0.196579  
5   0.222984   0.260516  0.2533   0.2632  0.197441 0.202656 0.19285  
6   0.220268   0.260888  0.253504   0.26534  0.195366 0.198421 0.190198  
7   0.217492   0.262012  0.252928   0.267568  0.192527 0.195326 0.187186  
8   0.213976   0.262576  0.25334   0.270108  0.190984 0.192703 0.182772  
9   0.211048   0.2631  0.253844   0.272008  0.188822 0.188363 0.183334  
10   0.208752   0.262476  0.254676   0.274096  0.188339 0.184775 0.180392  
11   0.20602   0.262736  0.256   0.275244  0.182813 0.181046 0.178609  
12   0.202768   0.26286  0.256948   0.277424  0.182739 0.181703 0.175016  
13   0.20022   0.262592  0.259112   0.278076  0.181115 0.172222 0.174347  
14   0.196372   0.262716  0.260788   0.280124  0.176989 0.171493 0.171191  
15   0.194404   0.262676  0.26266   0.28026  0.175931 0.168336 0.170896  
16   0.191256   0.26236  0.264964   0.28142  0.17276 0.164212 0.167116  
17   0.188648   0.26106  0.267472   0.28282  0.17428 0.162211 0.16529  
18   0.186136   0.259776  0.2699   0.284188  0.174473 0.15882 0.163015  
19   0.18462   0.257308  0.27234   0.285732  0.173349 0.155376 0.161048  
20   0.18286   0.255768  0.275468   0.285904  0.172027 0.150665 0.160542  
21   0.18   0.253948  0.278392   0.28766  0.168278 0.147763 0.159032  
22   0.177112   0.252304  0.282436   0.288148  0.168302 0.14236 0.159577  
23   0.173724   0.250828  0.287068   0.28838  0.163026 0.13858 0.155295  
24   0.170708   0.249912  0.291884   0.287496  0.158499 0.136121 0.155559  
25   0.166796   0.250872  0.295836   0.286496  0.150821 0.135588 0.154228  
26   0.163932   0.251412  0.299596   0.28506  0.148586 0.132763 0.151737  
27   0.160236   0.25198  0.30412   0.283664  0.145769 0.130149 0.148783  
28   0.158928   0.251884  0.307452   0.281736  0.143122 0.129633 0.148612  
29   0.156916   0.25344  0.309988   0.279656  0.139048 0.128697 0.147443  
30   0.154416   0.255296  0.313264   0.277024  0.136585 0.127669 0.146208  
31   0.152864   0.258004  0.31488   0.274252  0.131518 0.127381 0.146572  
32   0.149916   0.260844  0.317036   0.272204  0.126308 0.126105 0.142832  
33   0.147164   0.26468  0.318452   0.269704  0.123185 0.125841 0.141144  
34   0.146744   0.268504  0.318508   0.266244  0.121551 0.1266 0.140688  
35   0.144416   0.273388  0.318084   0.264112  0.117793 0.125586 0.137182  
36   0.141516   0.27696  0.318724   0.2628  0.118454 0.123301 0.13626  
37   0.139308   0.28172  0.318204   0.260768  0.112117 0.124283 0.135327  
38   0.137912   0.28734  0.315656   0.259092  0.108988 0.125278 0.133943  
39   0.13712   0.291164  0.314032   0.257684  0.10822 0.122386 0.13325  
40   0.135876   0.295176  0.312744   0.256204  0.107596 0.121898 0.12943  
41   0.132712   0.300768  0.3111   0.25542  0.103382 0.122209 0.125213  
42   0.1302   0.305428  0.30942   0.254952  0.101261 0.118984 0.121651  
43   0.12798   0.3112  0.307232   0.253588  0.0973323 0.119294 0.12349  
44   0.12544   0.316372  0.305456   0.252732  0.0956684 0.115978 0.119249  
45   0.124472   0.320852  0.302976   0.2517  0.0941044 0.116914 0.117674  
46   0.12174   0.325436  0.301092   0.251732  0.0940621 0.114887 0.115836  
47   0.120996   0.328396  0.298872   0.251736  0.0947406 0.113387 0.113295  
48   0.119028   0.331384  0.297228   0.25236  0.0924372 0.11182 0.109829  
49   0.1186   0.334096  0.294668   0.252636  0.0919537 0.112722 0.109859  
50   0.116248   0.336856  0.292712   0.254184  0.0916383 0.111447 0.108029  
51   0.115796   0.338536  0.289796   0.255872  0.0934405 0.111591 0.103641  
52   0.114868   0.340548  0.28692   0.257664  0.0923033 0.112672 0.103208  
53   0.114636   0.342532  0.283628   0.259204  0.0909828 0.113244 0.102381  
54   0.113808   0.34406  0.28064   0.261492  0.0925461 0.112598 0.0999059  
55   0.113008   0.346092  0.276768   0.264132  0.0918677 0.113198 0.0971502  
56   0.1124   0.346012  0.27434   0.267248  0.0944142 0.111068 0.0953917  
57   0.113192   0.34564  0.270796   0.270372  0.0940199 0.112153 0.0929474  
58   0.111352   0.346712  0.267712   0.274224  0.093554 0.111922 0.0903792  
59   0.110928   0.346368  0.264584   0.27812  0.0950876 0.110985 0.0893868  
60   0.110408   0.3462  0.260884   0.282508  0.0942581 0.111602 0.0883072  
61   0.110152   0.345064  0.257628   0.287156  0.0947083 0.113307 0.0861427  
62   0.109912   0.344132  0.254272   0.291684  0.0956344 0.110889 0.0849573  
63   0.1088   0.342568  0.25186   0.296772  0.0981833 0.110637 0.0822945  
64   0.108452   0.340668  0.249364   0.301516  0.0967166 0.109553 0.0820293  
65   0.108244   0.338984  0.24748   0.305292  0.0957765 0.107281 0.0826357  
66   0.106708   0.33684  0.246208   0.310244  0.0975267 0.106966 0.0811682  
67   0.107388   0.333532  0.244164   0.314916  0.100249 0.10747 0.0810588  
68   0.106608   0.330252  0.243348   0.319792  0.10104 0.103684 0.0764648  
69   0.106412   0.326444  0.242352   0.324792  0.101571 0.100317 0.0779507  
70   0.1052   0.323028  0.24144   0.330332  0.101175 0.101505 0.0766768  
71   0.104304   0.318704  0.241548   0.335444  0.102121 0.0989563 0.0768318  
72   0.102168   0.31434  0.24186   0.341632  0.103143 0.0976535 0.0742538  
73   0.102172   0.309468  0.241892   0.346468  0.10287 0.0951625 0.0764917  
74   0.101896   0.304532  0.242692   0.35088  0.103429 0.0913631 0.0748698  
75   0.100428   0.300548  0.244356   0.354668  0.100784 0.0927925 0.0754218  
76   0.099808   0.295808  0.245552   0.358832  0.101015 0.09054 0.0739847  
77   0.099928   0.290836  0.247212   0.362024  0.104013 0.0883886 0.0754559  
78   0.098724   0.28606  0.2496   0.365616  0.104265 0.0850121 0.0750337  
79   0.100176   0.280224  0.251416   0.368184  0.106509 0.0883013 0.0768347  
80   0.098644   0.275076  0.254604   0.371676  0.106072 0.0826678 0.0746583  
81   0.099644   0.269852  0.256828   0.373676  0.108086 0.0837536 0.0764214  
82   0.09894   0.265524  0.259904   0.375632  0.107466 0.082748 0.0748135  
83   0.098544   0.26088  0.26354   0.377036  0.109128 0.0806298 0.0772671  
84   0.097612   0.256788  0.26748   0.37812  0.107835 0.078895 0.077669  
85   0.097344   0.25256  0.270552   0.379544  0.106687 0.0788694 0.0755316  
86   0.096856   0.248728  0.2742   0.380216  0.106509 0.0788019 0.076829  
87   0.097036   0.245164  0.27784   0.37996  0.107362 0.0780306 0.0779346  
88   0.095472   0.24134  0.282872   0.380316  0.105627 0.0751224 0.0774924  
89   0.096296   0.23806  0.28588   0.379764  0.105014 0.0763738 0.0785662  
90   0.095736   0.235816  0.290136   0.378312  0.102781 0.0749126 0.0797653  
91   0.09458   0.23356  0.295584   0.376276  0.102419 0.0700223 0.0810654  
92   0.095512   0.230644  0.300124   0.37372  0.104761 0.0735222 0.0816635  
93   0.094636   0.229048  0.304864   0.371452  0.101143 0.0720902 0.0837525  
94   0.09386   0.22718  0.310088   0.368872  0.100468 0.0720584 0.0836178  
95   0.094744   0.225732  0.313836   0.365688  0.0988291 0.0725084 0.0825435  
96   0.094424   0.225124  0.318712   0.36174  0.0988783 0.0718592 0.0845639  
97   0.09438   0.223912  0.32324   0.358468  0.0997672 0.0717764 0.0840161  
98   0.09376   0.223516  0.328556   0.354168  0.0973597 0.0711174 0.0857538  
99   0.09534   0.223444  0.331508   0.349708  0.0953668 0.0740209 0.0879921  
100   0.09514   0.224756  0.335632   0.344472  0.0945919 0.0725533 0.0891372  
101   0.094832   0.225872  0.33954   0.339756  0.0917973 0.072365 0.0884368  
102   0.094372   0.226492  0.34312   0.336016  0.0921761 0.0729222 0.0888402  
103   0.09386   0.227732  0.346796   0.331612  0.0917472 0.0716717 0.0898886  
104   0.093608   0.229188  0.350256   0.326948  0.0912476 0.0709351 0.0907205  
105   0.094416   0.230896  0.353212   0.321476  0.0890273 0.0719245 0.093287  
106   0.09558   0.232664  0.355804   0.315952  0.0908807 0.0732591 0.0950242  
107   0.095904   0.23468  0.358612   0.310804  0.0896572 0.0734449 0.0963311  
108   0.094832   0.237516  0.362112   0.30554  0.0871655 0.0723456 0.0970129  
109   0.095224   0.239744  0.36448   0.300552  0.0884993 0.0729388 0.09693  
110   0.095724   0.24258  0.366432   0.295264  0.0855579 0.0747037 0.0974607  
111   0.0951   0.245544  0.368324   0.291032  0.0857449 0.073367 0.0976888  
112   0.09496   0.248844  0.369696   0.2865  0.0831297 0.0752598 0.0967866  
113   0.09498   0.25258  0.370436   0.282004  0.0837151 0.0762248 0.0982478  
114   0.09406   0.256584  0.370884   0.278472  0.082461 0.0739885 0.0968213  
115   0.09418   0.260124  0.3708   0.274896  0.0818445 0.0750855 0.096182  
116   0.094728   0.263768  0.370348   0.271156  0.0814842 0.0761273 0.0981026  
117   0.095128   0.266968  0.370052   0.267852  0.0825119 0.0762202 0.0996179  
118   0.094332   0.270632  0.369892   0.265144  0.0797099 0.0753624 0.0977555  
119   0.095492   0.273744  0.368868   0.261896  0.0814538 0.0778498 0.0996289  
120   0.09486   0.277012  0.368392   0.259736  0.081989 0.0757344 0.100422  
121   0.095508   0.279988  0.3671   0.257404  0.0817438 0.0783839 0.0993624  
122   0.09554   0.283852  0.366024   0.254584  0.0798606 0.0785617 0.0998741  
123   0.095292   0.287372  0.364436   0.2529  0.080084 0.0791642 0.0997706  
124   0.096012   0.29048  0.362648   0.25086  0.0800774 0.0803763 0.0999605  
125   0.0958   0.294452  0.359964   0.249784  0.0798678 0.081313 0.097106  
126   0.096308   0.297264  0.358072   0.248356  0.0811677 0.081497 0.0970599  
127   0.096112   0.301164  0.3553   0.247424  0.0799559 0.0819835 0.0987937  
128   0.096388   0.303728  0.353188   0.246696  0.0831706 0.0805742 0.0964983  
129   0.096012   0.30618  0.35112   0.246688  0.0829163 0.0802859 0.0949995  
130   0.096828   0.307772  0.34848   0.24692  0.0851003 0.0817954 0.0959268  
131   0.09602   0.310092  0.345828   0.24806  0.0842052 0.0812787 0.0932448  
132   0.096212   0.311876  0.343008   0.248904  0.0848264 0.0807685 0.0913005  
133   0.096876   0.312532  0.339636   0.250956  0.0868422 0.0822955 0.0897695  
134   0.09602   0.314944  0.33594   0.253096  0.0819628 0.0842902 0.0874735  
135   0.096628   0.315136  0.333148   0.255088  0.086898 0.0820266 0.0882669  
136   0.096184   0.316416  0.329392   0.258008  0.0869085 0.0843589 0.0846923  
137   0.096296   0.316524  0.326344   0.260836  0.0892875 0.0829164 0.0851136  
138   0.096528   0.316716  0.3225   0.264256  0.0878164 0.0854313 0.0833474  
139   0.096904   0.31704  0.318688   0.267368  0.0894429 0.0862884 0.0828136  
140   0.096868   0.317112  0.31538   0.27064  0.0891496 0.085488 0.0811167  
141   0.096768   0.316484  0.312428   0.27432  0.0879311 0.0865115 0.0817322  
142   0.096872   0.31562  0.309768   0.27774  0.0900899 0.0860742 0.0796442  
143   0.097384   0.314588  0.306712   0.281316  0.0914771 0.0872653 0.0812991  
144   0.097044   0.313916  0.303524   0.285516  0.0893486 0.0871958 0.0796684  
145   0.096332   0.313196  0.301152   0.28932  0.0924069 0.0863062 0.0786646  
146   0.097416   0.31178  0.298056   0.292748  0.0929769 0.0887525 0.078211  
147   0.097284   0.309932  0.296376   0.296408  0.0929758 0.0875406 0.0781013  
148   0.097448   0.308636  0.294164   0.299752  0.0915685 0.0899398 0.079647  
149   0.098904   0.306776  0.291724   0.302596  0.0959188 0.0908337 0.0815608  
150   0.099208   0.305516  0.289672   0.305604  0.0932798 0.0902771 0.081085  
151   0.099512   0.304148  0.287892   0.308448  0.0943715 0.0913033 0.0798026  
152   0.099444   0.302764  0.286856   0.310936  0.0929942 0.090534 0.0809213  
153   0.100396   0.30078  0.28474   0.314084  0.0952425 0.0911537 0.0814959  
154   0.100396   0.299428  0.283716   0.31646  0.0961633 0.0912692 0.0807427  
155   0.100504   0.297776  0.282924   0.318796  0.0984945 0.0894979 0.0825381  
156   0.10014   0.295876  0.282636   0.321348  0.0974827 0.0902292 0.0824854  
157   0.100564   0.29406  0.281756   0.32362  0.0989333 0.0904768 0.0819423  
158   0.100464   0.291428  0.281484   0.326624  0.0993947 0.0869263 0.0805513  
159   0.10034   0.28926  0.281324   0.329076  0.0986453 0.087465 0.0823454  
160   0.100456   0.287408  0.281908   0.330228  0.0976561 0.0864484 0.0838712  
161   0.100252   0.284968  0.282944   0.331836  0.0999415 0.0866524 0.0820039  
162   0.099564   0.282616  0.283764   0.334056  0.0992673 0.0851335 0.0827999  
163   0.100912   0.279572  0.284428   0.335088  0.101848 0.0840981 0.0836985  
164   0.100384   0.27734  0.286464   0.335812  0.100511 0.0828751 0.0827723  
165   0.100004   0.274904  0.289116   0.335976  0.0992428 0.0826352 0.0829393  
166   0.099852   0.271688  0.291244   0.337216  0.103425 0.08214 0.0811129  
167   0.09862   0.269956  0.293508   0.337916  0.0995112 0.0807433 0.0832345  
168   0.098668   0.267636  0.296112   0.337584  0.101913 0.0794254 0.0847666  
169   0.098632   0.26448  0.299444   0.337444  0.103902 0.0769709 0.0832504  
170   0.098036   0.261652  0.3027   0.337612  0.104673 0.0779177 0.0839013  
171   0.097656   0.259348  0.305472   0.337524  0.103512 0.076736 0.0831132  
172   0.09766   0.256516  0.308532   0.337292  0.106004 0.0742065 0.0846044  
173   0.098076   0.254148  0.311236   0.33654  0.105147 0.0758041 0.0866074  
174   0.098532   0.250752  0.314436   0.33628  0.107512 0.0742331 0.0865751  
175   0.098876   0.248776  0.316716   0.335632  0.104789 0.0748642 0.0879862  
176   0.098384   0.246508  0.320016   0.335092  0.104463 0.0744894 0.0856891  
177   0.098728   0.244864  0.322684   0.333724  0.104386 0.0741088 0.089086  
178   0.099532   0.242704  0.325528   0.332236  0.105022 0.075591 0.0901943  
179   0.099188   0.240908  0.32918   0.330724  0.103979 0.0748691 0.0891896  
180   0.098756   0.240808  0.331908   0.328528  0.100536 0.0757276 0.0916293  
181   0.0995   0.239208  0.335024   0.326268  0.103634 0.0741531 0.0915356  
182   0.099464   0.238352  0.337828   0.324356  0.102087 0.075111 0.0897544  
183   0.098352   0.238452  0.341408   0.321788  0.10002 0.0752454 0.0920963  
184   0.098688   0.238496  0.343656   0.31916  0.098133 0.0773854 0.090917  
185   0.099028   0.23884  0.346208   0.315924  0.0983832 0.0764136 0.0937837  
186   0.099148   0.239624  0.348416   0.312812  0.0995143 0.0770751 0.0934529  
187   0.098956   0.239992  0.350604   0.310448  0.0985878 0.075496 0.0933212  
188   0.099608   0.241172  0.35212   0.3071  0.0984033 0.0757436 0.0953718  
189   0.098184   0.243216  0.354384   0.304216  0.0951852 0.0741679 0.0948486  
190   0.1002   0.244436  0.355732   0.299632  0.0950102 0.0780961 0.100153  
191   0.099236   0.24568  0.35794   0.297144  0.0945687 0.075585 0.0978801  
192   0.098908   0.2474  0.359912   0.29378  0.0924292 0.0755993 0.0984842  
193   0.099   0.249152  0.360564   0.291284  0.0931609 0.0764298 0.0975968  
194   0.098368   0.25142  0.36236   0.287852  0.0914462 0.074561 0.100095  
195   0.099112   0.253004  0.36384   0.284044  0.0928804 0.0760349 0.100399  
196   0.099568   0.254752  0.364728   0.280952  0.0919353 0.0772977 0.101097  
197   0.099396   0.257028  0.365612   0.277964  0.0919011 0.0757825 0.101498  
198   0.098364   0.259844  0.36572   0.276072  0.0900135 0.0779843 0.099869  
199   0.09848   0.262148  0.366044   0.273328  0.0892997 0.0759707 0.100988  
200   0.09894   0.26426  0.36576   0.27104  0.0900407 0.0780562 0.101826  
201   0.098656   0.26656  0.365836   0.268948  0.0914554 0.0792432 0.101697  
202   0.098912   0.26848  0.366128   0.26648  0.0894958 0.0778272 0.100079  
203   0.0986   0.270752  0.365476   0.265172  0.0888558 0.0780929 0.0974032  
204   0.098584   0.273152  0.3647   0.263564  0.0892034 0.0788998 0.099558  
205   0.098808   0.274976  0.36382   0.262396  0.0896497 0.078969 0.0978586  
206   0.097612   0.27804  0.362856   0.261492  0.0876149 0.0803914 0.0959923  
207   0.097396   0.280564  0.361492   0.260548  0.0891958 0.0797451 0.0947945  
