# Table 
0 1 6.6949e-17 1 6.6949e-17 1 6.6949e-17 1 6.6949e-17 1 6.6949e-17
1 0.366243 0.00232468 0.371602 0.00040087 0.43793 0.00150422 0.183564 0.000493139 0.346928 0.00159623
2 0.357603 0.00207955 0.353173 0.000499666 0.415835 0.00165427 0.190885 0.000264016 0.329764 0.00170041
3 0.345859 0.00193492 0.338395 0.000466832 0.39662 0.00148126 0.194381 0.00044654 0.317088 0.0016888
4 0.334462 0.00181932 0.325076 0.000519698 0.378567 0.00141871 0.197156 0.00026587 0.306026 0.00168167
5 0.321561 0.00181072 0.312264 0.000692978 0.361389 0.00115564 0.195511 0.000565999 0.295783 0.00197058
6 0.306416 0.00165147 0.29995 0.000548327 0.344738 0.00106263 0.188101 0.000531623 0.285749 0.00185083
7 0.292901 0.00158463 0.287989 0.00056722 0.328675 0.00103303 0.181641 0.00064879 0.275843 0.00185176
8 0.280418 0.00145389 0.276059 0.000595462 0.312975 0.000930104 0.176276 0.000715142 0.266036 0.00195276
9 0.268293 0.00134574 0.264506 0.000625063 0.297782 0.000820352 0.171328 0.000677095 0.256287 0.0020243
10 0.256215 0.00115069 0.252978 0.000622581 0.282973 0.000735657 0.166265 0.000693966 0.246558 0.00186611
11 0.244131 0.00101228 0.241609 0.000590485 0.268627 0.000744085 0.161219 0.000806452 0.236871 0.00194268
12 0.232308 0.000928634 0.230822 0.000679849 0.254848 0.000651108 0.155794 0.000899848 0.227381 0.00197958
13 0.220805 0.000911072 0.220053 0.000665394 0.241566 0.000565938 0.150528 0.000819177 0.218173 0.0018887
14 0.20983 0.000770612 0.209731 0.000658838 0.22894 0.000444563 0.145529 0.000864322 0.209056 0.00188164
15 0.199273 0.000677117 0.199745 0.000685695 0.216933 0.000388576 0.140333 0.000993858 0.200148 0.00188153
16 0.18909 0.000612787 0.190058 0.000713118 0.205503 0.000333375 0.135351 0.00100593 0.191521 0.00187281
17 0.179294 0.000551334 0.180798 0.00078086 0.194667 0.000315605 0.130265 0.00101133 0.183215 0.00184665
18 0.169937 0.000519074 0.171906 0.000802524 0.184353 0.000257414 0.125416 0.00107414 0.175127 0.00189142
19 0.161072 0.000464673 0.163294 0.000820688 0.174629 0.000167433 0.120534 0.000997015 0.167261 0.00177518
