0.04 1
0.08 1
0.12 1
0.16 1
0.2 1
0.24 1
0.28 0.996
0.32 0.99
0.36 0.956
0.4 0.921
0.44 0.889
0.48 0.815
0.52 0.77
0.56 0.723
0.6 0.679
0.64 0.644
0.68 0.69
0.72 0.638
0.76 0.605
0.8 0.496
0.84 0.311
0.88 0.075
0.92 0.028
0.96 0
