0 1 6.6949e-17 1 6.6949e-17 1 6.6949e-17 1 6.6949e-17 1 6.6949e-17
1 0.469773 0.00142503 0.278556 0.00196127 0.228914 0.000414355 0.287502 0.00101092 0.359295 0.00170717
2 0.460293 0.00127898 0.259156 0.00243701 0.208256 0.000520058 0.255931 0.000706118 0.340774 0.00174915
3 0.449457 0.00140801 0.245048 0.00240894 0.194125 0.000609276 0.233576 0.000874988 0.327484 0.00164747
4 0.438232 0.00131432 0.232566 0.00244427 0.183294 0.000763133 0.218593 0.000748948 0.316399 0.00153609
5 0.426126 0.00121841 0.221558 0.00242854 0.174786 0.000664271 0.207849 0.000685371 0.306191 0.00159019
6 0.415228 0.00136492 0.211293 0.00262552 0.166838 0.000577749 0.19902 0.000583942 0.296334 0.00176522
7 0.4056 0.00128811 0.20087 0.00284484 0.159653 0.000785416 0.190282 0.00056517 0.286416 0.00168754
8 0.395532 0.00138212 0.191145 0.00288546 0.152488 0.000815189 0.182103 0.000474606 0.276632 0.00170726
9 0.385002 0.00136451 0.181662 0.002857 0.145662 0.000802669 0.173799 0.000396468 0.266834 0.00171479
10 0.374182 0.00128788 0.172637 0.00300053 0.138985 0.000727522 0.166011 0.000364065 0.257151 0.00173981
11 0.363075 0.00122139 0.163738 0.00313659 0.132504 0.000753872 0.158182 0.000237741 0.247553 0.00174615
12 0.351862 0.00114766 0.155128 0.00317757 0.126284 0.000716051 0.150603 0.000151395 0.238109 0.00167472
13 0.340694 0.00117041 0.14703 0.00316002 0.120136 0.000720289 0.143205 4.15358e-05 0.228761 0.00175055
14 0.329407 0.00103399 0.139275 0.0031696 0.114215 0.000603335 0.136207 0.000111851 0.219702 0.00175599
15 0.318143 0.00107836 0.131811 0.00314313 0.108504 0.000641952 0.12922 5.43054e-05 0.210787 0.00170871
16 0.307007 0.00097976 0.124933 0.0031149 0.103005 0.000583976 0.12272 5.22767e-05 0.202059 0.00178151
17 0.295895 0.000985629 0.118113 0.00316855 0.0976424 0.000494666 0.116231 3.34568e-05 0.193625 0.00177409
18 0.284973 0.000959546 0.111862 0.00324414 0.0924668 0.000434029 0.11019 6.5461e-05 0.185275 0.00178772
19 0.274191 0.000839956 0.105989 0.00318697 0.0874813 0.000375691 0.10435 0.000164641 0.177289 0.00178662
20 0.263541 0.00080114 0.1003 0.00320563 0.0828157 0.000391288 0.0987672 0.000215164 0.169512 0.00186539
21 0.253131 0.000734919 0.0949583 0.00312105 0.0782212 0.000327084 0.0934825 0.000248753 0.161889 0.00185423
22 0.242925 0.000626978 0.0898595 0.00307142 0.0738991 0.000339325 0.0883574 0.000307911 0.15454 0.0018956
23 0.232929 0.000654607 0.085104 0.0028805 0.0697491 0.000361589 0.0835853 0.000355096 0.147479 0.00187744
24 0.223173 0.00059388 0.0805332 0.00297883 0.0657925 0.000368147 0.0789999 0.000483917 0.140649 0.0018891
25 0.213688 0.000525561 0.0762081 0.00286116 0.0620315 0.000327646 0.0745311 0.000540003 0.134008 0.00195139
26 0.204407 0.000457918 0.0722592 0.00273049 0.058529 0.000286797 0.0704265 0.000544903 0.127653 0.00198809
27 0.195417 0.000413725 0.0684434 0.00266918 0.055167 0.000164285 0.0664583 0.0005602 0.121508 0.0020239
28 0.186618 0.000366272 0.0648077 0.00260039 0.0518835 0.000156029 0.0627072 0.0006224 0.115575 0.00206673
29 0.178195 0.000286046 0.0614645 0.00251685 0.0487773 0.000195269 0.0591444 0.000670764 0.109895 0.00205378
30 0.170006 0.000309343 0.0581458 0.00247787 0.0458666 5.60325e-05 0.0558318 0.000679554 0.104402 0.00212139
31 0.16204 0.000260792 0.055078 0.00238318 0.0430797 3.00539e-05 0.0525587 0.000674028 0.0991143 0.0022044
32 0.154355 0.000228684 0.0521811 0.00227569 0.0404626 3.01471e-05 0.0495386 0.000725349 0.0940678 0.00219767
33 0.146892 0.000125229 0.0494636 0.00216623 0.038031 5.01196e-05 0.0467081 0.000789806 0.0892366 0.00227705
34 0.139798 0.000127924 0.0468653 0.00204583 0.0356512 5.79256e-05 0.0440413 0.000742429 0.0844831 0.00229491
