0 25.8274 0.2467 25.8783 0.5287 25.8315 0.5334
0.2 24.2800 0.2557 25.9856 0.4551 25.8148 0.6137
0.4 22.9446 0.1392 26.2956 0.4495 25.8377 0.3887
0.6 22.4224 0.1869 26.5245 0.0567 26.0204 0.4977
0.8 21.7788 0.4236 26.6113 0.4664 26.5126 0.1959
1 21.2510 0.1958 26.7298 0.9656 26.4618 0.4509
