0 25.8274 0.2467 25.8783 0.5287 25.8315 0.5334
0.5 23.4852 0.5799 25.5662 0.3793 25.4314 0.1621
1 22.1533 0.2234 26.1595 0.2565 25.8321 0.01299
1.5 21.5225 0.5626 26.2914 0.0387 26.0870 0.5840
2 21.2510 0.1958 26.7298 0.9656 26.4618 0.4509
2.5 21.0767 0.6472 27.4526 0.8332 27.2562 0.0558
3 21.1145 0.5989 27.0939 0.1758 27.2562 0.2229
3.5 21.3066 0.1050 27.7333 0.4313 26.9415 0.4540
4 21.1081 0.4816 27.7831 0.1420 27.3208 0.7750
