0   0.151588   0.282808  0.282592   0.283012 
1   0.203604   0.265744  0.264776   0.265876 
2   0.220016   0.260848  0.25924   0.259896 
3   0.225024   0.259492  0.257516   0.257968 
4   0.225348   0.259992  0.256332   0.258328 
5   0.222284   0.261464  0.2562   0.260052 
6   0.220552   0.261568  0.256052   0.261828 
7   0.216628   0.26276  0.256328   0.264284 
8   0.214088   0.2633  0.256572   0.26604 
9   0.21196   0.262232  0.258188   0.26762 
10   0.209324   0.262608  0.259632   0.268436 
11   0.20508   0.262284  0.261812   0.270824 
12   0.203788   0.261572  0.262468   0.272172 
13   0.199592   0.261832  0.264004   0.274572 
14   0.19696   0.261128  0.26594   0.275972 
15   0.193524   0.25996  0.26884   0.277676 
16   0.191244   0.259368  0.271084   0.278304 
17   0.189488   0.258492  0.273672   0.278348 
18   0.18618   0.258136  0.276096   0.279588 
19   0.183164   0.258428  0.278296   0.280112 
20   0.180316   0.258204  0.280728   0.280752 
21   0.177204   0.258236  0.284672   0.279888 
22   0.174576   0.259656  0.287176   0.278592 
23   0.17178   0.260848  0.290032   0.27734 
24   0.168636   0.26226  0.293568   0.275536 
25   0.16678   0.262844  0.296348   0.274028 
26   0.164736   0.264596  0.298856   0.271812 
27   0.162624   0.265468  0.30122   0.270688 
28   0.16062   0.265664  0.303728   0.269988 
29   0.158324   0.266648  0.30602   0.269008 
30   0.154524   0.26772  0.308716   0.26904 
31   0.151976   0.269536  0.309848   0.26864 
32   0.149408   0.271504  0.310768   0.26832 
33   0.146288   0.273408  0.312164   0.26814 
34   0.143696   0.275856  0.312688   0.26776 
35   0.142548   0.277068  0.312848   0.267536 
36   0.140108   0.278568  0.31276   0.268564 
37   0.13892   0.28028  0.3124   0.2684 
38   0.136512   0.281844  0.311748   0.269896 
39   0.135172   0.284012  0.309716   0.2711 
40   0.134128   0.286296  0.307348   0.272228 
41   0.13176   0.288216  0.306264   0.27376 
42   0.129664   0.29086  0.304376   0.2751 
43   0.12818   0.29184  0.303176   0.276804 
44   0.127964   0.293076  0.30176   0.2772 
45   0.126048   0.295044  0.299996   0.278912 
46   0.12512   0.29712  0.298504   0.279256 
47   0.124104   0.298112  0.297572   0.280212 
