0.04 1
0.08 1
0.12 1
0.16 1
0.2 1
0.24 1
0.28 1
0.32 1
0.36 1
0.4 1
0.44 1
0.48 1
0.52 1
0.56 1
0.6 1
0.64 1
0.68 0.677
0.72 0.623
0.76 0.57
0.8 0.494
0.84 0.306
0.88 0.088
0.92 0.025
0.96 0
