0.04 1
0.08 1
0.12 1
0.16 1
0.2 1
0.24 1
0.28 1
0.32 1
0.36 1
0.4 1
0.44 0.867
0.48 0.802
0.52 0.757
0.56 0.722
0.6 0.694
0.64 0.684
0.68 0.667
0.72 0.632
0.76 0.583
0.8 0.494
0.84 0.326
0.88 0.079
0.92 0.032
0.96 0
