0.04 1
0.08 1
0.12 1
0.16 1
0.2 1
0.24 0.999
0.28 0.998
0.32 0.989
0.36 0.975
0.4 0.95
0.44 0.896
0.48 0.831
0.52 0.773
0.56 0.713
0.6 0.694
0.64 0.671
0.68 0.653
0.72 0.584
0.76 0.541
0.8 0.463
0.84 0.273
0.88 0.063
0.92 0.026
0.96 0
