0   0.332978   0.335067   0.331956  0.0872 0.0861333 0.0913333  
1   0.329822   0.339022   0.331156  0.0787507 0.068842 0.0814031  
2   0.3308   0.338889   0.330311  0.0646813 0.0658102 0.0669709  
3   0.330133   0.338267   0.3316  0.0642214 0.0607213 0.0604144  
4   0.326978   0.339422   0.3336  0.065832 0.0549205 0.0595094  
5   0.325467   0.339511   0.335022  0.0632051 0.0564358 0.0576872  
6   0.326356   0.340311   0.333333  0.0529837 0.0534101 0.0565137  
7   0.325822   0.341067   0.333111  0.0595125 0.0555048 0.0589333  
8   0.326578   0.340444   0.332978  0.054972 0.0547303 0.0541694  
9   0.327644   0.338533   0.333822  0.0540283 0.0549608 0.0504538  
10   0.328533   0.338889   0.332578  0.0480195 0.0491007 0.0508587  
11   0.325511   0.340889   0.3336  0.0562771 0.0456393 0.052519  
12   0.325733   0.341733   0.332533  0.0507919 0.0491525 0.0527578  
13   0.324178   0.343111   0.332711  0.0552599 0.0481207 0.0535953  
14   0.324356   0.3412   0.334444  0.0505895 0.0483161 0.0440823  
15   0.324489   0.338667   0.336844  0.0526172 0.0504103 0.0438538  
16   0.324711   0.337644   0.337644  0.0498562 0.0484252 0.0456525  
17   0.3252   0.337467   0.337333  0.0459896 0.0456759 0.0451494  
18   0.325422   0.338044   0.336533  0.0486538 0.0475438 0.0492754  
19   0.324933   0.339467   0.3356  0.0471183 0.0439127 0.048336  
20   0.323333   0.339556   0.337111  0.051019 0.0441215 0.0448947  
21   0.323378   0.340222   0.3364  0.0474227 0.045288 0.0475939  
22   0.324222   0.340622   0.335156  0.0443925 0.0446767 0.0463734  
23   0.323244   0.3432   0.333556  0.046196 0.0411013 0.0494629  
24   0.324622   0.3444   0.330978  0.0431734 0.0446775 0.049567  
25   0.325378   0.345867   0.328756  0.0429901 0.0427152 0.0488787  
26   0.326311   0.3448   0.328889  0.0464417 0.0463891 0.045559  
27   0.325911   0.344489   0.3296  0.0476709 0.0439546 0.0451351  
28   0.325067   0.3452   0.329733  0.0466385 0.041672 0.045712  
29   0.325867   0.344933   0.3292  0.0444353 0.0441612 0.0454239  
30   0.325644   0.344844   0.329511  0.0450082 0.041876 0.0436074  
31   0.325378   0.346444   0.328178  0.0450389 0.041758 0.0485568  
32   0.325778   0.346311   0.327911  0.044666 0.0431046 0.0450975  
33   0.323733   0.348711   0.327556  0.0447476 0.036191 0.0455408  
34   0.324   0.349378   0.326622  0.041598 0.0393831 0.043962  
35   0.323689   0.350622   0.325689  0.0438957 0.0398168 0.0464009  
36   0.321378   0.353822   0.3248  0.0447618 0.0347319 0.0472162  
37   0.321378   0.357467   0.321156  0.0416263 0.0378093 0.0524083  
38   0.321378   0.358311   0.320311  0.0424561 0.0381698 0.0451149  
39   0.321511   0.358489   0.32  0.0412115 0.0373356 0.04232  
40   0.323244   0.359644   0.317111  0.0405032 0.0411604 0.0497222  
41   0.324356   0.359689   0.315956  0.039461 0.0385566 0.0438683  
42   0.323644   0.360844   0.315511  0.0420663 0.035957 0.0445914  
43   0.325289   0.360178   0.314533  0.0407855 0.0411381 0.0449359  
44   0.326356   0.359289   0.314356  0.0433119 0.042078 0.0453582  
45   0.3284   0.357511   0.314089  0.0401743 0.0421821 0.0425562  
46   0.332222   0.355689   0.312089  0.0368115 0.0445052 0.0448564  
47   0.3348   0.355067   0.310133  0.037592 0.0423591 0.0462831  
