0 0.183628 0.178612 0.178768 0.180408 0.181496 0.002472 0.002372 0.002524 0.002424 0.0026 0.097088 0.126828 0.153798 0.152707 0.143859 0.137798 0.00648485 0.00591919 0.00680808 0.0060404 0.00688889 0.128626 0.155455 0.154364 0.145253 0.139374 0.000755556 0.000755556
1 0.177932 0.173848 0.17178 0.173048 0.17568 0.00324 0.003212 0.003056 0.00302 0.003136 0.127712 0.125704 0.130186 0.140532 0.134574 0.133575 0.0106869 0.0104176 0.00980459 0.00964132 0.00963688 0.128685 0.133046 0.143914 0.137451 0.13666 0.00140592 0.00140592
2 0.176436 0.173192 0.168528 0.170944 0.173204 0.00414 0.00408 0.003712 0.003856 0.003916 0.137696 0.115884 0.126116 0.137977 0.127555 0.132743 0.0137614 0.0132446 0.0129679 0.0127979 0.0130981 0.120005 0.129773 0.142149 0.13139 0.136754 0.00205458 0.00205458
3 0.176924 0.17438 0.166884 0.17016 0.171884 0.00504 0.004976 0.004532 0.004668 0.004808 0.139768 0.109718 0.119045 0.136953 0.125251 0.130476 0.0153457 0.0150433 0.014586 0.0146988 0.0154293 0.114965 0.124107 0.141831 0.129728 0.135154 0.00237361 0.00237361
4 0.178124 0.176088 0.164924 0.170444 0.170456 0.006072 0.00574 0.0054 0.005416 0.005392 0.139964 0.106048 0.117046 0.135853 0.122882 0.130839 0.0178725 0.0169299 0.0180595 0.0165567 0.0168785 0.111982 0.123421 0.141594 0.128828 0.137159 0.00314754 0.00314754
5 0.179692 0.178408 0.163524 0.170804 0.16984 0.006776 0.006716 0.006184 0.00618 0.006416 0.137732 0.10255 0.110855 0.133773 0.117483 0.126181 0.0193197 0.0203818 0.0194077 0.0190271 0.020283 0.109851 0.11844 0.140543 0.124439 0.133185 0.00374512 0.00374512
6 0.180976 0.180216 0.161932 0.171272 0.168704 0.007816 0.00774 0.007092 0.006996 0.007388 0.1369 0.0981748 0.111083 0.132783 0.114734 0.127032 0.0218603 0.0210377 0.0233126 0.0202158 0.0220775 0.106364 0.119144 0.141528 0.122315 0.134839 0.00396146 0.00396146
7 0.182788 0.18134 0.160676 0.171888 0.167736 0.009016 0.009092 0.008116 0.008052 0.008152 0.135572 0.0938092 0.11132 0.12883 0.112956 0.121501 0.0236544 0.0257195 0.0260398 0.0243736 0.0244241 0.102426 0.120805 0.137975 0.121795 0.131543 0.00464853 0.00464853
8 0.185236 0.181928 0.159256 0.172096 0.166912 0.010268 0.010372 0.009092 0.009392 0.009356 0.134572 0.091269 0.109586 0.129549 0.110183 0.120162 0.0275764 0.0281687 0.02871 0.0279792 0.0287999 0.101973 0.120733 0.140509 0.121048 0.131241 0.00507543 0.00507543
9 0.18816 0.182856 0.15738 0.172776 0.165528 0.011856 0.012032 0.01024 0.011036 0.010468 0.1333 0.0879932 0.106787 0.128579 0.104435 0.119754 0.0311371 0.0342978 0.0328707 0.0325253 0.0315824 0.0994239 0.119588 0.141126 0.116678 0.132042 0.00624764 0.00624764
10 0.190596 0.184024 0.15552 0.173624 0.164228 0.013456 0.01364 0.011348 0.01238 0.011852 0.132008 0.0853526 0.105372 0.124426 0.101991 0.117245 0.0350077 0.0362478 0.0358842 0.0354643 0.0359861 0.0994192 0.11921 0.138209 0.115865 0.130762 0.00709682 0.00709682
