0   0.203544   0.26664  0.263768   0.266048 
1   0.213392   0.263436  0.26048   0.262692 
2   0.204596   0.267084  0.261368   0.266952 
3   0.192512   0.269836  0.264896   0.272756 
4   0.18158   0.271948  0.268036   0.278436 
5   0.172348   0.272628  0.27206   0.282964 
6   0.163088   0.273368  0.27588   0.287664 
7   0.157132   0.273112  0.279824   0.289932 
8   0.149768   0.273904  0.284076   0.292252 
9   0.145568   0.274316  0.28842   0.291696 
10   0.13906   0.274316  0.29308   0.293544 
11   0.133456   0.276316  0.296096   0.294132 
12   0.129792   0.278116  0.299988   0.292104 
13   0.125732   0.281928  0.303756   0.288584 
14   0.121888   0.28448  0.306972   0.28666 
15   0.118956   0.287104  0.309112   0.284828 
16   0.114848   0.287904  0.313264   0.283984 
17   0.113036   0.287916  0.314932   0.284116 
18   0.109416   0.28886  0.31886   0.282864 
19   0.10708   0.288436  0.32188   0.282604 
20   0.104724   0.28902  0.323008   0.283248 
21   0.101904   0.2894  0.324184   0.284512 
22   0.102456   0.290268  0.321804   0.285472 
23   0.098544   0.290412  0.322068   0.288976 
24   0.097176   0.292876  0.318728   0.29122 
25   0.097104   0.2954  0.314048   0.293448 
26   0.09722   0.297752  0.308692   0.296336 
27   0.095004   0.301724  0.3048   0.298472 
28   0.094932   0.303692  0.302316   0.29906 
29   0.09386   0.305972  0.29986   0.300308 
30   0.092592   0.306796  0.299504   0.301108 
31   0.091356   0.305472  0.300208   0.302964 
32   0.090208   0.304132  0.30174   0.30392 
33   0.090152   0.30184  0.303172   0.304836 
34   0.09034   0.298056  0.304916   0.306688 
35   0.090012   0.29418  0.307656   0.308152 
36   0.089308   0.289984  0.309024   0.311684 
37   0.089184   0.285884  0.311536   0.313396 
38   0.087884   0.282092  0.314992   0.315032 
39   0.087192   0.279672  0.31748   0.315656 
40   0.085608   0.277168  0.319948   0.317276 
41   0.085668   0.274284  0.322608   0.31744 
42   0.085516   0.272212  0.324436   0.317836 
43   0.085396   0.271592  0.32494   0.318072 
44   0.084596   0.271052  0.3268   0.317552 
45   0.085544   0.27094  0.327516   0.316 
46   0.084096   0.272496  0.3301   0.313308 
47   0.084784   0.273224  0.33088   0.311112 
48   0.083804   0.275884  0.331212   0.3091 
49   0.083812   0.278824  0.331832   0.305532 
50   0.084128   0.2812  0.332368   0.302304 
51   0.083452   0.284716  0.332764   0.299068 
52   0.084852   0.2866  0.333208   0.29534 
53   0.084276   0.288168  0.33324   0.294316 
54   0.085   0.290424  0.331704   0.292872 
55   0.084616   0.291904  0.330492   0.292988 
56   0.084408   0.294212  0.328296   0.293084 
57   0.084164   0.294976  0.327012   0.293848 
58   0.084056   0.295364  0.3254   0.29518 
59   0.084052   0.2966  0.322312   0.297036 
60   0.082456   0.296648  0.321012   0.299884 
61   0.083508   0.296636  0.318612   0.301244 
62   0.082976   0.296644  0.316776   0.303604 
63   0.082772   0.29626  0.314768   0.3062 
64   0.083592   0.294684  0.313224   0.3085 
65   0.083064   0.294544  0.31114   0.311252 
66   0.0832   0.293472  0.3095   0.313828 
67   0.083344   0.291532  0.309828   0.315296 
68   0.083076   0.288624  0.310724   0.317576 
69   0.083028   0.28614  0.31242   0.318412 
70   0.083552   0.282888  0.314008   0.319552 
71   0.084312   0.279644  0.316816   0.319228 
72   0.083   0.276432  0.320664   0.319904 
73   0.083728   0.274656  0.323016   0.3186 
74   0.08282   0.27324  0.325084   0.318856 
75   0.08104   0.273172  0.327264   0.318524 
76   0.082196   0.272496  0.329708   0.3156 
77   0.082404   0.272456  0.333076   0.312064 
78   0.080748   0.274244  0.33672   0.308288 
79   0.081096   0.276712  0.338976   0.303216 
80   0.082052   0.277796  0.341352   0.2988 
81   0.081796   0.28014  0.343296   0.294768 
82   0.082448   0.282408  0.343788   0.291356 
83   0.08284   0.286008  0.343424   0.287728 
