0.12903225806451613 0.28 0.0013500310996848567  
0.16129032258064516 0.348 0.002198290837991033  
0.1935483870967742 0.454 0.0035735262979136343  
0.2258064516129032 0.488 0.004255285222843747  
0.25806451612903225 0.52 0.005328402845597459  
0.29032258064516125 0.53 0.003297218637177701  
0.32258064516129026 0.53 0.005315033084671472  
0.3548387096774193 0.588 0.006613945598509549  
0.3870967741935484 0.588 0.006732274114888389  
0.41935483870967744 0.622 0.006799427959740479  
0.4516129032258065 0.622 0.007914796429602078  
0.48387096774193555 0.622 0.007168236620325466  
0.5161290322580646 0.622 0.007154431252834585  
0.5483870967741936 0.66 0.0065690532276162375  
0.5806451612903227 0.66 0.007578071998496114  
0.6129032258064517 0.66 0.008954003706393944  
0.6451612903225807 0.66 0.008847517123039092  
