0.12 0.63 0.00626573461016162  
0.16 0.6 0.004144522416355296  
0.20 0.57 0.004389813530258248  
0.24 0.53 0.003374329179304556  
0.28 0.49 0.003813753424657534  
0.32 0.45 0.004492052354653208  
0.36 0.43 0.0027567844007836437  
0.40 0.38 0.003186860584608359  
0.44 0.32 0.0026528290170065626  
0.48 0.35 0.00200469005635339  
0.52 0.32 0.003081723846954988  
0.56 0.3 0.0032183853315329402  
0.60 0.3 0.0025710144541219904  
0.64 0.3 0.0027375110904159926  
0.68 0.35 0.003477726007159498  
0.72 0.46 0.006501880019469458  
