0   0.203324   0.265668  0.266828   0.26418 
1   0.21358   0.261436  0.264632   0.260352 
2   0.202748   0.265304  0.268456   0.263492 
3   0.190552   0.26994  0.272308   0.2672 
4   0.181896   0.273288  0.27486   0.269956 
5   0.171608   0.2766  0.27862   0.273172 
6   0.16262   0.280672  0.281256   0.275452 
7   0.155124   0.283772  0.28396   0.277144 
8   0.148464   0.287028  0.285784   0.278724 
9   0.142696   0.288904  0.287632   0.280768 
10   0.136732   0.291052  0.289084   0.283132 
11   0.132284   0.29234  0.290384   0.284992 
12   0.125892   0.293084  0.293364   0.28766 
13   0.122932   0.290712  0.297128   0.289228 
14   0.118504   0.287468  0.302672   0.291356 
15   0.114912   0.283856  0.306728   0.294504 
16   0.111544   0.28108  0.311428   0.295948 
17   0.109336   0.277936  0.315   0.297728 
18   0.106376   0.274428  0.319596   0.2996 
19   0.103848   0.2723  0.322984   0.300868 
20   0.101784   0.26986  0.326328   0.302028 
21   0.100052   0.268176  0.328708   0.303064 
22   0.099708   0.26618  0.330952   0.30316 
23   0.09638   0.266512  0.335384   0.301724 
24   0.09514   0.265788  0.339748   0.299324 
25   0.094344   0.266184  0.344332   0.29514 
26   0.094436   0.266152  0.348376   0.291036 
27   0.09366   0.26708  0.35154   0.28772 
28   0.092648   0.268548  0.354416   0.284388 
29   0.091128   0.270616  0.3561   0.282156 
30   0.09196   0.274056  0.355012   0.278972 
31   0.090108   0.277088  0.35408   0.278724 
32   0.090532   0.281328  0.351436   0.276704 
33   0.090204   0.284976  0.349108   0.275712 
34   0.090088   0.289188  0.345452   0.275272 
35   0.088596   0.291392  0.343908   0.276104 
36   0.088596   0.294028  0.340936   0.27644 
37   0.087952   0.295312  0.338024   0.278712 
38   0.088116   0.29528  0.335528   0.281076 
39   0.08666   0.294012  0.334132   0.285196 
40   0.086904   0.2916  0.33292   0.288576 
41   0.086464   0.291032  0.330608   0.291896 
42   0.088452   0.287392  0.329116   0.29504 
43   0.086716   0.285816  0.3294   0.298068 
44   0.086848   0.282284  0.329396   0.301472 
45   0.086632   0.27902  0.330244   0.304104 
46   0.08716   0.275396  0.331448   0.305996 
47   0.085984   0.272056  0.332836   0.309124 
48   0.085844   0.269528  0.33328   0.311348 
