0 0.184328 0.17938 0.178836 0.18044 0.181316 0.00284 0.0029 0.002944 0.002776 0.002892 0.0957 0.126869 0.152707 0.153192 0.144828 0.139535 0.00711111 0.00791919 0.00777778 0.0070101 0.00761616 0.127212 0.153212 0.153616 0.145333 0.139939 0.00089697 0.00089697
1 0.178728 0.174108 0.1715 0.173688 0.173916 0.004292 0.004304 0.004308 0.004 0.004228 0.12806 0.126135 0.132185 0.142997 0.136415 0.141394 0.0133783 0.0134633 0.0130989 0.0121353 0.013339 0.127105 0.133296 0.143929 0.137225 0.142537 0.00189225 0.00189225
2 0.178212 0.174052 0.168336 0.171436 0.172276 0.005944 0.006056 0.00606 0.005944 0.00606 0.135688 0.114701 0.123766 0.14149 0.128306 0.130121 0.0174276 0.0190573 0.0184937 0.0187167 0.0189053 0.116513 0.125109 0.142902 0.129933 0.131653 0.00310293 0.00310293
3 0.17868 0.175624 0.166764 0.17062 0.171784 0.00844 0.0083 0.008332 0.008188 0.008224 0.136528 0.109364 0.120527 0.138086 0.124792 0.127906 0.0238233 0.0252387 0.0252902 0.0243395 0.0238966 0.111477 0.122765 0.140156 0.12687 0.13 0.0041954 0.0041954
4 0.179872 0.177344 0.165628 0.171096 0.170464 0.011636 0.011352 0.010876 0.0108 0.011016 0.135596 0.104441 0.115345 0.135781 0.12074 0.131817 0.0333647 0.0333007 0.032241 0.0321365 0.0320861 0.107824 0.118453 0.139214 0.124064 0.134874 0.0062872 0.0062872
5 0.18162 0.179612 0.163828 0.171288 0.169908 0.015464 0.015048 0.014004 0.01368 0.014472 0.133744 0.10131 0.113644 0.136657 0.119254 0.128594 0.041846 0.0415201 0.0418218 0.0375056 0.0413677 0.105138 0.117451 0.140922 0.123172 0.132457 0.00824509 0.00824509
6 0.183476 0.18148 0.162372 0.17164 0.168748 0.019732 0.019356 0.017384 0.017692 0.018504 0.132284 0.0999302 0.116234 0.13373 0.115806 0.128053 0.050603 0.0519919 0.0505927 0.0507081 0.0518027 0.105756 0.121363 0.13955 0.120831 0.133663 0.0108873 0.0108873
7 0.185248 0.182668 0.160548 0.171756 0.16754 0.024712 0.02434 0.02184 0.022332 0.022724 0.13224 0.0975425 0.116849 0.133032 0.116143 0.127739 0.0629764 0.0621993 0.0646122 0.0627744 0.0636298 0.104627 0.123757 0.139846 0.122925 0.136365 0.0139553 0.0139553
8 0.187736 0.183388 0.158492 0.1724 0.166576 0.030632 0.02948 0.026736 0.027832 0.02802 0.131408 0.0943838 0.113814 0.140064 0.111977 0.127362 0.0751732 0.0751352 0.0786689 0.075945 0.0783891 0.102681 0.123693 0.149119 0.120463 0.135952 0.0176427 0.0176427
9 0.19002 0.184156 0.156328 0.173892 0.165188 0.03738 0.035576 0.031692 0.0338 0.033616 0.130416 0.0950453 0.115887 0.139227 0.110979 0.131037 0.0917354 0.0905996 0.0925954 0.0907808 0.0915731 0.105943 0.127037 0.150339 0.12141 0.141401 0.0221465 0.0221465
10 0.192272 0.184896 0.154708 0.174052 0.163388 0.045328 0.041828 0.0373 0.039832 0.039208 0.130684 0.0933176 0.116005 0.139799 0.113725 0.13246 0.11043 0.104671 0.112776 0.105759 0.108382 0.107233 0.129816 0.153952 0.127373 0.147326 0.0277555 0.0277555
11 0.194268 0.185668 0.152232 0.175452 0.161764 0.053496 0.049272 0.042624 0.046416 0.0452 0.130616 0.0953016 0.118545 0.146089 0.109551 0.135126 0.1296 0.128163 0.13069 0.123767 0.129457 0.111879 0.135041 0.162851 0.126628 0.152488 0.0344177 0.0344177
12 0.196156 0.18576 0.150336 0.175976 0.160468 0.061884 0.057392 0.04798 0.054128 0.051768 0.131304 0.093314 0.120502 0.144187 0.113054 0.13644 0.150541 0.150444 0.14977 0.145789 0.155245 0.115392 0.140649 0.165207 0.131374 0.157853 0.0422723 0.0422723
13 0.198848 0.185224 0.14828 0.17692 0.158724 0.07036 0.065404 0.052708 0.061724 0.057956 0.132004 0.0955374 0.125327 0.151667 0.110695 0.143293 0.169268 0.175402 0.171636 0.167848 0.177847 0.121097 0.150442 0.177811 0.135119 0.169788 0.0517174 0.0517174
14 0.201272 0.184692 0.146304 0.17772 0.157036 0.079588 0.072848 0.057984 0.068952 0.064072 0.132976 0.0953863 0.134802 0.153057 0.113476 0.145999 0.196781 0.195894 0.19784 0.192646 0.201373 0.125054 0.164246 0.183024 0.144241 0.177914 0.0617315 0.0617315
15 0.203472 0.184168 0.144504 0.179536 0.154436 0.089024 0.079636 0.062836 0.075968 0.069024 0.133884 0.0987804 0.137048 0.15702 0.112607 0.157007 0.225305 0.220378 0.224683 0.212489 0.228002 0.135137 0.174207 0.193931 0.147065 0.196377 0.0740441 0.0740441
16 0.20558 0.183644 0.14228 0.18084 0.152236 0.097776 0.0862 0.067028 0.083256 0.073352 0.13542 0.102649 0.142157 0.165842 0.1166 0.16452 0.25028 0.2511 0.248176 0.242894 0.253688 0.145498 0.187043 0.207327 0.157037 0.211165 0.0867434 0.0867434
17 0.208076 0.183208 0.14078 0.18168 0.15054 0.10594 0.092524 0.070908 0.089956 0.0776 0.135716 0.10853 0.147161 0.168447 0.123094 0.169667 0.278394 0.281433 0.277468 0.271684 0.281984 0.158807 0.196297 0.218785 0.171463 0.219563 0.101232 0.101232
18 0.211304 0.181924 0.139684 0.182896 0.14826 0.113652 0.098208 0.07458 0.096604 0.081052 0.135932 0.109697 0.158925 0.174948 0.123414 0.177351 0.304692 0.309735 0.305129 0.294623 0.314066 0.167855 0.215032 0.231681 0.177707 0.240197 0.114125 0.114125
19 0.214008 0.18024 0.13826 0.184272 0.145564 0.12082 0.102184 0.077784 0.1038 0.083508 0.137656 0.114652 0.171485 0.179159 0.128633 0.192239 0.328513 0.332792 0.332698 0.333658 0.339305 0.17843 0.23704 0.243856 0.189218 0.264552 0.129669 0.129669
20 0.217236 0.178212 0.137188 0.18484 0.14424 0.128224 0.105588 0.080344 0.1091 0.085056 0.138284 0.116539 0.182946 0.18533 0.135749 0.1897 0.365197 0.36174 0.358225 0.355453 0.352198 0.190024 0.256073 0.259541 0.20678 0.265438 0.146374 0.146374
21 0.219748 0.176336 0.13638 0.185644 0.142448 0.134708 0.10762 0.082288 0.112268 0.086596 0.139444 0.119624 0.187817 0.19119 0.142699 0.201068 0.395317 0.38395 0.377806 0.370742 0.378143 0.205006 0.269993 0.268595 0.224927 0.281022 0.164299 0.164299
22 0.223776 0.1734 0.135584 0.18616 0.141684 0.139016 0.109116 0.083096 0.11524 0.087572 0.139396 0.123989 0.205658 0.191304 0.145661 0.198525 0.399765 0.412073 0.388523 0.390754 0.4055 0.211994 0.295244 0.279006 0.23599 0.287188 0.180493 0.180493
23 0.227888 0.170528 0.134884 0.186984 0.141104 0.14458 0.10874 0.084688 0.118816 0.088796 0.138612 0.122416 0.215606 0.194025 0.139763 0.195446 0.424115 0.419078 0.412056 0.414721 0.415287 0.216564 0.316906 0.286465 0.233503 0.291987 0.185495 0.185495
24 0.231504 0.167996 0.134716 0.187648 0.139856 0.150092 0.108356 0.08548 0.121592 0.089152 0.13828 0.123974 0.216871 0.192844 0.142061 0.213275 0.436261 0.431346 0.424177 0.431229 0.431521 0.22298 0.317667 0.290302 0.243164 0.309322 0.197765 0.197765
25 0.235444 0.165112 0.134588 0.18856 0.138188 0.154292 0.10768 0.086824 0.123604 0.088812 0.138108 0.126419 0.224614 0.187099 0.147996 0.21876 0.450793 0.438967 0.439353 0.447378 0.436889 0.231759 0.330047 0.287594 0.25433 0.31603 0.210664 0.210664
26 0.239268 0.162252 0.134188 0.189564 0.137188 0.157556 0.10668 0.087104 0.125556 0.088956 0.13754 0.127662 0.229837 0.190018 0.147361 0.213221 0.459286 0.449157 0.443346 0.450274 0.444588 0.240733 0.338487 0.293694 0.255065 0.316429 0.214647 0.214647
