# Table 
0.47 0.662513 0.105103 0.0380522 0.0484031 0.0573609 0.0885674 0.170625 0.0573113 0.0778804 0.0949266 0.139748 0.0502103 0.0554315 0.0399066 0.03033 0.0471803 0.318283 0.302052 0.311621 0.31368 0.308791 0.195747 0.19046 0.184173 0.178721 0.188644 0.143651 0 0.000441952 0.00089083 0.000552962 0.000577807 0.000465222 0.000753509 0.00177063 0.000914011 0.0011334 0.000851649 0.00152191 0.000663907 0.000637706 0.000761903 0.000600048 0.000653895 0.00049842 0.000566394 0.000750027 0.000503935 0.000571798 0.000264297 0.000234175 0.000222633 0.000219668 0.000221919 0.000374811 0
0.476 0.662513 0.105103 0.0380522 0.0484031 0.0573609 0.0885674 0.170625 0.0573113 0.0778804 0.0949266 0.139748 0.0502103 0.0554315 0.0399066 0.03033 0.0471803 0.318283 0.302052 0.311621 0.31368 0.308791 0.195747 0.19046 0.184173 0.178721 0.188644 0.143651 0 0.000441952 0.00089083 0.000552962 0.000577807 0.000465222 0.000753509 0.00177063 0.000914011 0.0011334 0.000851649 0.00152191 0.000663907 0.000637706 0.000761903 0.000600048 0.000653895 0.00049842 0.000566394 0.000750027 0.000503935 0.000571798 0.000264297 0.000234175 0.000222633 0.000219668 0.000221919 0.000374811 0
0.482 0.662513 0.105103 0.0380522 0.0484031 0.0573609 0.0885674 0.170625 0.0573113 0.0778804 0.0949266 0.139748 0.0502103 0.0554315 0.0399066 0.03033 0.0471803 0.318283 0.302052 0.311621 0.31368 0.308791 0.195747 0.19046 0.184173 0.178721 0.188644 0.143651 0 0.000441952 0.00089083 0.000552962 0.000577807 0.000465222 0.000753509 0.00177063 0.000914011 0.0011334 0.000851649 0.00152191 0.000663907 0.000637706 0.000761903 0.000600048 0.000653895 0.00049842 0.000566394 0.000750027 0.000503935 0.000571798 0.000264297 0.000234175 0.000222633 0.000219668 0.000221919 0.000374811 0
0.488 0.663787 0.104939 0.0412533 0.0468556 0.0605293 0.0826364 0.173367 0.0628871 0.0746544 0.1015 0.129589 0.0460422 0.0533196 0.0423712 0.0285192 0.0485989 0.321551 0.304418 0.310254 0.31676 0.308028 0.194206 0.190026 0.185278 0.178907 0.189219 0.144645 0 0.000687515 0.000915052 0.000657895 0.000752209 0.000495503 0.000764065 0.00174839 0.00118587 0.00142002 0.000946422 0.00154046 0.000749517 0.00114547 0.00111686 0.000935653 0.000901081 0.000636321 0.00104599 0.00104719 0.000758567 0.000812973 0.000261363 0.000353711 0.000316798 0.000319472 0.000288076 0.000580261 0
0.494 0.663787 0.104939 0.0412533 0.0468556 0.0605293 0.0826364 0.173367 0.0628871 0.0746544 0.1015 0.129589 0.0460422 0.0533196 0.0423712 0.0285192 0.0485989 0.321551 0.304418 0.310254 0.31676 0.308028 0.194206 0.190026 0.185278 0.178907 0.189219 0.144645 0 0.000687515 0.000915052 0.000657895 0.000752209 0.000495503 0.000764065 0.00174839 0.00118587 0.00142002 0.000946422 0.00154046 0.000749517 0.00114547 0.00111686 0.000935653 0.000901081 0.000636321 0.00104599 0.00104719 0.000758567 0.000812973 0.000261363 0.000353711 0.000316798 0.000319472 0.000288076 0.000580261 0
0.5 0.663787 0.104939 0.0412533 0.0468556 0.0605293 0.0826364 0.173367 0.0628871 0.0746544 0.1015 0.129589 0.0460422 0.0533196 0.0423712 0.0285192 0.0485989 0.321551 0.304418 0.310254 0.31676 0.308028 0.194206 0.190026 0.185278 0.178907 0.189219 0.144645 0 0.000687515 0.000915052 0.000657895 0.000752209 0.000495503 0.000764065 0.00174839 0.00118587 0.00142002 0.000946422 0.00154046 0.000749517 0.00114547 0.00111686 0.000935653 0.000901081 0.000636321 0.00104599 0.00104719 0.000758567 0.000812973 0.000261363 0.000353711 0.000316798 0.000319472 0.000288076 0.000580261 0
0.506 0.663787 0.104939 0.0412533 0.0468556 0.0605293 0.0826364 0.173367 0.0628871 0.0746544 0.1015 0.129589 0.0460422 0.0533196 0.0423712 0.0285192 0.0485989 0.321551 0.304418 0.310254 0.31676 0.308028 0.194206 0.190026 0.185278 0.178907 0.189219 0.144645 0 0.000687515 0.000915052 0.000657895 0.000752209 0.000495503 0.000764065 0.00174839 0.00118587 0.00142002 0.000946422 0.00154046 0.000749517 0.00114547 0.00111686 0.000935653 0.000901081 0.000636321 0.00104599 0.00104719 0.000758567 0.000812973 0.000261363 0.000353711 0.000316798 0.000319472 0.000288076 0.000580261 0
0.512 0.663787 0.104939 0.0412533 0.0468556 0.0605293 0.0826364 0.173367 0.0628871 0.0746544 0.1015 0.129589 0.0460422 0.0533196 0.0423712 0.0285192 0.0485989 0.321551 0.304418 0.310254 0.31676 0.308028 0.194206 0.190026 0.185278 0.178907 0.189219 0.144645 0 0.000687515 0.000915052 0.000657895 0.000752209 0.000495503 0.000764065 0.00174839 0.00118587 0.00142002 0.000946422 0.00154046 0.000749517 0.00114547 0.00111686 0.000935653 0.000901081 0.000636321 0.00104599 0.00104719 0.000758567 0.000812973 0.000261363 0.000353711 0.000316798 0.000319472 0.000288076 0.000580261 0
0.518 0.664962 0.102968 0.0458513 0.0459738 0.0639372 0.076308 0.172653 0.0709707 0.0724454 0.108207 0.11904 0.0420675 0.0505311 0.0453127 0.0276808 0.0497785 0.324197 0.307252 0.308706 0.319407 0.307474 0.192522 0.189404 0.18667 0.179541 0.189734 0.145566 0 0.000501245 0.000832096 0.000573054 0.000659902 0.000402922 0.000632823 0.00157504 0.00109508 0.00123309 0.000854766 0.0012592 0.000504786 0.000957898 0.000889158 0.000695189 0.000700521 0.000468453 0.000845129 0.000833114 0.00059543 0.000653212 0.000165774 0.00030781 0.000267598 0.000231953 0.000217219 0.000425724 0
0.524 0.664962 0.102968 0.0458513 0.0459738 0.0639372 0.076308 0.172653 0.0709707 0.0724454 0.108207 0.11904 0.0420675 0.0505311 0.0453127 0.0276808 0.0497785 0.324197 0.307252 0.308706 0.319407 0.307474 0.192522 0.189404 0.18667 0.179541 0.189734 0.145566 0 0.000501245 0.000832096 0.000573054 0.000659902 0.000402922 0.000632823 0.00157504 0.00109508 0.00123309 0.000854766 0.0012592 0.000504786 0.000957898 0.000889158 0.000695189 0.000700521 0.000468453 0.000845129 0.000833114 0.00059543 0.000653212 0.000165774 0.00030781 0.000267598 0.000231953 0.000217219 0.000425724 0
