0   0.333911   0.333256   0.332833  0.0964667 0.0982 0.0979667  
1   0.333356   0.332644   0.334  0.0973646 0.095889 0.0941746  
2   0.332611   0.332667   0.334722  0.0976935 0.0956644 0.0953426  
3   0.332644   0.333033   0.334322  0.0956071 0.0956914 0.0961992  
4   0.334378   0.332167   0.333456  0.0928252 0.0979215 0.0949516  
5   0.335044   0.329867   0.335089  0.0951685 0.097809 0.0905335  
6   0.333778   0.330656   0.335567  0.0966373 0.0943142 0.0951986  
7   0.333789   0.331589   0.334622  0.0916445 0.0925434 0.0939704  
8   0.333956   0.332111   0.333933  0.0917746 0.0928861 0.0936047  
9   0.3334   0.334033   0.332567  0.0925606 0.0914018 0.0966593  
10   0.334133   0.3334   0.332467  0.0921482 0.0941689 0.0926798  
11   0.334622   0.335089   0.330289  0.0886206 0.0902819 0.0956153  
12   0.335133   0.336022   0.328844  0.0907823 0.0921812 0.0963466  
13   0.335478   0.335311   0.329211  0.0919037 0.0926857 0.0925463  
14   0.334889   0.335678   0.329433  0.0914782 0.0897674 0.0925445  
15   0.335822   0.334767   0.329411  0.0906105 0.093178 0.0921785  
16   0.337078   0.333944   0.328978  0.088969 0.0930001 0.0920161  
17   0.336911   0.333578   0.329511  0.0908462 0.0911995 0.0914618  
18   0.336878   0.332556   0.330567  0.0918805 0.0926987 0.0907405  
19   0.337389   0.330811   0.3318  0.0914278 0.094153 0.0894424  
20   0.338144   0.329556   0.3323  0.0883912 0.0924327 0.0883732  
21   0.336956   0.328911   0.334133  0.0941084 0.0929535 0.0902464  
22   0.336322   0.328667   0.335011  0.0908132 0.0911087 0.0889532  
23   0.335733   0.328489   0.335778  0.0915128 0.0918526 0.0895824  
24   0.334844   0.328244   0.336911  0.0935266 0.0928832 0.090139  
25   0.334089   0.328422   0.337489  0.0907552 0.0902782 0.0884836  
26   0.334844   0.327567   0.337589  0.0897632 0.0936126 0.0885626  
27   0.334622   0.328122   0.337256  0.0897929 0.0911095 0.0900504  
28   0.335044   0.326567   0.338389  0.0911808 0.0942738 0.0871084  
29   0.3347   0.326733   0.338567  0.0913975 0.0927155 0.0899688  
30   0.334056   0.326367   0.339578  0.0927198 0.0930082 0.0886745  
31   0.332967   0.327378   0.339656  0.0917678 0.0905934 0.0900465  
32   0.330989   0.328722   0.340289  0.0943705 0.0899403 0.0906474  
33   0.328844   0.331322   0.339833  0.0927524 0.0868683 0.0915562  
34   0.328656   0.331944   0.3394  0.091161 0.0899091 0.0894883  
35   0.327478   0.333556   0.338967  0.0920586 0.0875983 0.090421  
36   0.326056   0.333967   0.339978  0.0949683 0.088974 0.0887665  
37   0.3247   0.336067   0.339233  0.0928949 0.0866354 0.0912805  
38   0.322722   0.339244   0.338033  0.0927352 0.0837135 0.0922996  
39   0.322044   0.341244   0.336711  0.092546 0.0860409 0.0922657  
