0   0.332917   0.333878   0.333206  0.0955333 0.0942833 0.0959167  
1   0.333003   0.333158   0.333839  0.0892866 0.0892875 0.0873085  
2   0.333353   0.333156   0.333492  0.0854931 0.0865037 0.0863191  
3   0.333281   0.332842   0.333878  0.0835285 0.0833611 0.0823359  
4   0.332992   0.332858   0.33415  0.0831632 0.0824049 0.0821991  
5   0.333008   0.332997   0.333994  0.0798068 0.0798888 0.0799957  
6   0.333383   0.332792   0.333825  0.0787184 0.0798472 0.0789933  
7   0.332967   0.332803   0.334231  0.0785965 0.0774842 0.0772777  
8   0.333594   0.332236   0.334169  0.0770598 0.078984 0.0769512  
9   0.333983   0.3318   0.334217  0.0764484 0.0779315 0.0761756  
10   0.333917   0.331597   0.334486  0.0764842 0.0767866 0.0756246  
11   0.333689   0.331625   0.334686  0.0766159 0.0764649 0.0758876  
12   0.333078   0.332225   0.334697  0.0751199 0.0737446 0.0748628  
13   0.332333   0.332828   0.334839  0.0749241 0.0728756 0.0741383  
14   0.332067   0.333161   0.334772  0.0737964 0.0728855 0.0734433  
15   0.332133   0.333744   0.334122  0.0728853 0.072846 0.0742379  
16   0.332089   0.333842   0.334069  0.0731383 0.0726521 0.0728609  
17   0.332011   0.333717   0.334272  0.0733907 0.0727724 0.0723486  
18   0.332681   0.333681   0.333639  0.0718266 0.0734655 0.0732354  
19   0.332533   0.333786   0.333681  0.0718657 0.0712092 0.0715344  
20   0.332467   0.334403   0.333131  0.0710622 0.0705958 0.0724662  
21   0.332556   0.334428   0.333017  0.0719621 0.0718113 0.0721606  
22   0.333219   0.334536   0.332244  0.0694203 0.0710168 0.0716431  
23   0.333669   0.333975   0.332356  0.0703324 0.0714007 0.0702043  
24   0.333233   0.334817   0.33195  0.0700627 0.0686928 0.0715599  
25   0.332853   0.335233   0.331914  0.0709046 0.0694327 0.0712875  
26   0.332878   0.335197   0.331925  0.070318 0.0698933 0.0704835  
27   0.332725   0.335306   0.331969  0.0705714 0.0696273 0.0706401  
28   0.332861   0.335622   0.331517  0.0693098 0.0691823 0.0708315  
29   0.333128   0.335367   0.331506  0.0697071 0.0699282 0.0700233  
30   0.333306   0.3356   0.331094  0.0697097 0.0697744 0.0712909  
31   0.333236   0.335736   0.331028  0.0691724 0.0684926 0.0698357  
32   0.333153   0.335731   0.331117  0.0695453 0.0687792 0.0697407  
33   0.332897   0.336022   0.331081  0.0685371 0.0672497 0.0690676  
34   0.332431   0.335897   0.331672  0.0701751 0.0681337 0.0687731  
35   0.3328   0.335775   0.331425  0.0679925 0.0683906 0.0688933  
36   0.332775   0.335978   0.331247  0.0683009 0.0676213 0.0691207  
37   0.332875   0.335947   0.331178  0.0681224 0.0677707 0.0686463  
38   0.332931   0.335622   0.331447  0.0682522 0.0677934 0.0677884  
39   0.332753   0.335783   0.331464  0.0682324 0.0671555 0.0684875  
40   0.333225   0.335739   0.331036  0.066424 0.0672309 0.0679729  
41   0.334117   0.335294   0.330589  0.0663132 0.0684725 0.0681027  
42   0.334561   0.335058   0.330381  0.0672087 0.0682982 0.0685561  
43   0.334897   0.334531   0.330572  0.0675678 0.0684707 0.0678426  
44   0.335242   0.333744   0.331014  0.0670438 0.0681469 0.0665849  
45   0.335814   0.333067   0.331119  0.0656823 0.0676915 0.0662023  
46   0.335389   0.333383   0.331228  0.0674315 0.0667117 0.0680604  
47   0.3355   0.333717   0.330783  0.0656369 0.066365 0.0678033  
48   0.335461   0.333272   0.331267  0.0672711 0.067514 0.0667691  
49   0.335406   0.33285   0.331744  0.0663018 0.0665705 0.065699  
50   0.335436   0.332161   0.332403  0.0668097 0.0674144 0.0655625  
51   0.335178   0.332094   0.332728  0.0670272 0.0669103 0.0666611  
52   0.334969   0.331189   0.333842  0.0677087 0.06771 0.0648595  
53   0.334658   0.330719   0.334622  0.0668718 0.0666957 0.0647596  
54   0.334033   0.331   0.334967  0.0666351 0.0655389 0.065613  
55   0.333633   0.330811   0.335556  0.066369 0.0657687 0.064426  
56   0.333411   0.330683   0.335906  0.0665235 0.0664192 0.0650993  
57   0.333478   0.330831   0.335692  0.065718 0.0664617 0.0658667  
58   0.332914   0.331125   0.335961  0.0669793 0.0658108 0.0657349  
59   0.332839   0.332053   0.335108  0.0649818 0.0651063 0.0669307  
60   0.333097   0.331683   0.335219  0.0654888 0.0664218 0.0647137  
61   0.332461   0.331544   0.335994  0.0668223 0.0651894 0.0640874  
62   0.332619   0.331956   0.335425  0.0637919 0.0644459 0.0648159  
63   0.332864   0.331658   0.335478  0.0653065 0.0661735 0.0646029  
64   0.332342   0.331242   0.336417  0.0668024 0.0654707 0.0634833  
65   0.332081   0.330972   0.336947  0.0661969 0.0656285 0.063818  
66   0.331525   0.331314   0.337161  0.0662657 0.0648091 0.0646738  
67   0.331467   0.330953   0.337581  0.065807 0.0656729 0.0634629  
68   0.331522   0.331125   0.337353  0.0647208 0.0649891 0.0642234  
69   0.331039   0.331406   0.337556  0.0663019 0.0649218 0.0645549  
70   0.331106   0.331378   0.337517  0.0653079 0.0654368 0.0641623  
71   0.331006   0.331228   0.337767  0.065689 0.0653333 0.0637006  
72   0.330572   0.331961   0.337467  0.0658012 0.0644488 0.0653722  
73   0.330442   0.332519   0.337039  0.0652068 0.0645407 0.0651422  
74   0.330303   0.333356   0.336342  0.064249 0.0634299 0.0650601  
75   0.330581   0.333503   0.335917  0.0644863 0.064729 0.0645921  
76   0.330861   0.333625   0.335514  0.0643397 0.0646172 0.0645167  
77   0.330528   0.334444   0.335028  0.0649819 0.0634445 0.0655297  
78   0.330306   0.335225   0.334469  0.0642323 0.0628156 0.0650361  
79   0.330633   0.335758   0.333608  0.0634682 0.0635146 0.0652526  
80   0.330578   0.336383   0.333039  0.0636657 0.0625284 0.0648049  
81   0.329903   0.336664   0.333433  0.0659788 0.0628334 0.0643068  
82   0.330467   0.3365   0.333033  0.0640256 0.0644147 0.0645473  
83   0.331103   0.336242   0.332656  0.0634877 0.0642397 0.0641327  
84   0.3314   0.336136   0.332464  0.0642634 0.0641652 0.0645396  
85   0.332353   0.335414   0.332233  0.0632753 0.0652183 0.0637663  
86   0.333053   0.335753   0.331194  0.0618904 0.0634125 0.0650396  
87   0.333681   0.335811   0.330508  0.0625193 0.0638863 0.0649417  
88   0.333558   0.336058   0.330383  0.0640999 0.0633293 0.0650933  
89   0.333636   0.335828   0.330536  0.0632073 0.0629686 0.0633523  
90   0.333833   0.335736   0.330431  0.0639586 0.0641284 0.0648778  
91   0.333956   0.335478   0.330567  0.0638209 0.0638233 0.0640662  
92   0.333725   0.335283   0.330992  0.0638308 0.062854 0.0631996  
93   0.333831   0.335036   0.331133  0.0642994 0.0643154 0.0644024  
94   0.333561   0.334819   0.331619  0.0642791 0.0632436 0.0633347  
95   0.332594   0.335206   0.3322  0.0651888 0.0620567 0.0638198  
96   0.332531   0.335181   0.332289  0.0640587 0.0633691 0.0638671  
97   0.332811   0.335375   0.331814  0.0629433 0.0632826 0.0644185  
98   0.332992   0.335367   0.331642  0.0635078 0.0635607 0.0642177  
99   0.333378   0.335219   0.331403  0.0635318 0.0642332 0.0645107  
100   0.333069   0.335169   0.331761  0.064833 0.063557 0.0641381  
101   0.333358   0.33485   0.331792  0.0627747 0.0632433 0.0629302  
102   0.333692   0.334261   0.332047  0.0632536 0.0639673 0.062782  
103   0.334283   0.334203   0.331514  0.0622581 0.0639221 0.0641726  
104   0.335139   0.333414   0.331447  0.0620232 0.0645982 0.0627425  
105   0.335817   0.332911   0.331272  0.0623291 0.0646844 0.0635513  
106   0.33545   0.332967   0.331583  0.0636508 0.0631049 0.0635848  
107   0.335253   0.332361   0.332386  0.0628923 0.062769 0.0612047  
108   0.335117   0.332283   0.3326  0.062863 0.0630004 0.0627617  
109   0.335711   0.331225   0.333064  0.0627559 0.06508 0.061836  
110   0.335806   0.330939   0.333256  0.063646 0.0647932 0.0635764  
111   0.335814   0.330694   0.333492  0.0634957 0.0644547 0.0632731  
112   0.335617   0.330811   0.333572  0.0626835 0.0630575 0.0628785  
113   0.335178   0.331047   0.333775  0.0636887 0.0632872 0.0634712  
114   0.334244   0.331244   0.334511  0.0640953 0.0620757 0.0621593  
115   0.334269   0.331344   0.334386  0.0630527 0.0636992 0.0633761  
116   0.333581   0.331758   0.334661  0.0633305 0.0618105 0.062486  
117   0.333783   0.331694   0.334522  0.0623454 0.0632991 0.0625591  
118   0.333344   0.331814   0.334842  0.0637057 0.0627837 0.06261  
119   0.332622   0.332264   0.335114  0.0639312 0.0620495 0.0628324  
120   0.331786   0.332542   0.335672  0.0644208 0.0619738 0.0622757  
121   0.330731   0.333706   0.335564  0.0632352 0.0599173 0.0628258  
122   0.330642   0.333872   0.335486  0.0629835 0.0621556 0.0623081  
123   0.331156   0.333583   0.335261  0.0620511 0.0629898 0.0618257  
124   0.330764   0.333958   0.335278  0.063322 0.0616871 0.0624969  
125   0.330731   0.333875   0.335394  0.0624564 0.0617592 0.0612676  
126   0.330369   0.334664   0.334967  0.0635798 0.0618994 0.0639711  
127   0.330381   0.334789   0.334831  0.0625394 0.0617701 0.0620874  
128   0.330564   0.335233   0.334203  0.0614863 0.0612243 0.0625441  
129   0.330911   0.335275   0.333814  0.0620489 0.0622203 0.0625369  
130   0.331203   0.33515   0.333647  0.0623447 0.0624032 0.0623018  
131   0.330861   0.336089   0.33305  0.0623569 0.060603 0.06369  
132   0.3309   0.336758   0.332342  0.0622198 0.0613677 0.0639377  
133   0.331158   0.337219   0.331622  0.0621873 0.0618726 0.0640823  
134   0.331872   0.3368   0.331328  0.0614594 0.0624717 0.0622613  
135   0.332256   0.337211   0.330533  0.0615448 0.0617825 0.0640437  
136   0.332542   0.337219   0.330239  0.0621008 0.0620366 0.0633152  
137   0.333539   0.3368   0.329661  0.060928 0.0630401 0.0631025  
138   0.334408   0.336267   0.329325  0.0615953 0.0635804 0.0633395  
139   0.3356   0.335558   0.328842  0.0611445 0.0643504 0.0635559  
140   0.335017   0.335381   0.329603  0.0629801 0.0612495 0.0619599  
141   0.334822   0.335769   0.329408  0.0622772 0.0616298 0.06389  
142   0.334472   0.336117   0.329411  0.0631098 0.0618894 0.0641386  
143   0.334697   0.335514   0.329789  0.0624367 0.0628006 0.0622491  
144   0.334747   0.334839   0.330414  0.0622038 0.0622014 0.0612345  
145   0.33485   0.33555   0.3296  0.0615639 0.061854 0.0648345  
146   0.335289   0.334653   0.330058  0.0612463 0.0624265 0.0608313  
147   0.335597   0.333892   0.330511  0.0619284 0.0629674 0.0615379  
148   0.335594   0.332894   0.331511  0.0623598 0.06267 0.0602938  
149   0.335439   0.332261   0.3323  0.0625921 0.0626325 0.0609834  
150   0.336011   0.331422   0.332567  0.0619586 0.0642734 0.0617414  
151   0.33585   0.331208   0.332942  0.062159 0.0625335 0.0616752  
152   0.336194   0.330569   0.333236  0.0617505 0.0636558 0.0614055  
153   0.336503   0.3301   0.333397  0.060894 0.0628629 0.0609511  
154   0.336483   0.329925   0.333592  0.0615811 0.0627167 0.0615715  
155   0.335922   0.330142   0.333936  0.0625175 0.0620596 0.0620269  
156   0.335733   0.329883   0.334383  0.0616214 0.0621282 0.0606487  
157   0.335828   0.329256   0.334917  0.061805 0.0631873 0.0604596  
158   0.336133   0.329319   0.334547  0.0604146 0.0625485 0.061682  
159   0.3365   0.328481   0.335019  0.0615166 0.0639028 0.0603967  
160   0.336711   0.327844   0.335444  0.0618623 0.0640153 0.0608671  
161   0.337039   0.327172   0.335789  0.0614028 0.0640632 0.0606078  
162   0.336503   0.327433   0.336064  0.0614585 0.0616733 0.0608683  
163   0.33685   0.327633   0.335517  0.0601448 0.0628712 0.0618517  
164   0.336575   0.327869   0.335556  0.0615012 0.0623919 0.0616297  
165   0.335983   0.328069   0.335947  0.0621209 0.0619657 0.0611424  
166   0.335456   0.327772   0.336772  0.0623626 0.0622582 0.0599135  
167   0.335439   0.327708   0.336853  0.0612848 0.0626706 0.060806  
168   0.334786   0.328294   0.336919  0.0609566 0.0604026 0.0605029  
169   0.334736   0.32815   0.337114  0.0614074 0.0624693 0.0604414  
170   0.334431   0.328128   0.337442  0.0611676 0.0614641 0.0597638  
171   0.334003   0.328328   0.337669  0.062594 0.0624926 0.0613604  
172   0.333739   0.328028   0.338233  0.0617427 0.0620061 0.0594023  
173   0.332969   0.328406   0.338625  0.0624241 0.0611652 0.0604366  
174   0.332864   0.327981   0.339156  0.0626517 0.063201 0.0600386  
175   0.332458   0.328525   0.339017  0.0620374 0.0617245 0.061296  
176   0.331875   0.328536   0.339589  0.0629319 0.0619097 0.0600265  
177   0.331558   0.328725   0.339717  0.0622976 0.0619668 0.0605062  
178   0.331458   0.328522   0.340019  0.0617957 0.0620242 0.0594204  
179   0.330825   0.328444   0.340731  0.0623423 0.0609717 0.0586813  
180   0.330108   0.329439   0.340453  0.0626716 0.0609438 0.0616649  
181   0.330506   0.329539   0.339956  0.0608639 0.0621933 0.060475  
182   0.330044   0.330208   0.339747  0.0617404 0.0605223 0.060637  
183   0.329744   0.330686   0.339569  0.0616584 0.0607192 0.0604207  
